mm x kg/m,Massa Linear (Kg/m),d (Altura do perfil mm),bf (mm),tw Espessura da Alma (mm),tf Espessura da Mesa (mm),h (Distância entre mesas mm),d' (Altura Livre da Alma-mm),Área(cm²),Ix (cm⁴),Wx (cm³),rx (cm),Zx (cm³),Iy (cm⁴),Wy (cm³),ry (cm),Zy (cm³),rt (cm),It (cm⁴),Esbeltez da Mesa (bf/2tf),Esbeltez da Alma (d'/tw),Cw (cm⁶),u (Área de pintura - m²/m)
L89X76X6.4,8,"76,2",0,0,0,,,"10,2","79,9","12,7","2,79","22,8","54,1","9,59","2,31",17,0,"1,5",0,0,"0,00725",0
L89X64X12.7,"13,9","63,5",0,0,0,,,"17,9",135,"23,1","2,74","41,3","56,6","12,4","1,78","22,8",0,"9,74",0,0,"0,0427",0
L89X64X9.5,"10,7","63,5",0,0,0,,,"13,7",107,"17,9","2,79","32,1","45,4","9,65","1,82","17,5",0,"4,29",0,0,"0,0192",0
L89X64X7.9,9,"63,5",0,0,0,,,"11,5","91,6","15,2","2,82","27,4",39,"8,21","1,84","14,7",0,"2,54",0,0,"0,0114",0
L89X64X6.4,"7,3","63,5",0,0,0,,,"9,35","75,3","12,3","2,84","22,3","32,3","6,72","1,86","11,9",0,"1,34",0,0,"0,00604",0
L76X76X12.7,14,"76,2",0,0,0,,,"17,8","91,6","17,4","2,27","31,3","91,6","17,4","2,27","31,3",0,"9,57",0,0,"0,0387",0
L76X76X11.1,"12,4","76,2",0,0,0,,,"15,7","82,4","15,5","2,29","27,9","82,4","15,5","2,29","27,9",0,"6,53",0,0,"0,0269",0
L76X76X9.5,"10,7","76,2",0,0,0,,,"13,6","72,8","13,5","2,31","24,3","72,8","13,5","2,31","24,3",0,"4,2",0,0,"0,0175",0
L76X76X7.9,"9,1","76,2",0,0,0,,,"11,5","62,4","11,5","2,33","20,6","62,4","11,5","2,33","20,6",0,"2,48",0,0,"0,0105",0
L76X76X6.4,"7,3","76,2",0,0,0,,,"9,29","51,2","9,32","2,35","16,7","51,2","9,32","2,35","16,7",0,"1,3",0,0,"0,00553",0
L76X76X4.8,"5,5","76,2",0,0,0,,,"7,03","39,5","7,1","2,37","12,7","39,5","7,1","2,37","12,7",0,"0,566",0,0,"0,00241",0
L76X64X12.7,"12,6","63,5",0,0,0,,,"16,1","86,2","16,9","2,31","30,5","53,7","12,1","1,82",22,0,"8,87",0,0,"0,0301",0
L76X64X11.1,"11,3","63,5",0,0,0,,,"14,3","77,8","15,1","2,33","27,2","48,7","10,7","1,84","19,5",0,"6,08",0,0,"0,0209",0
L76X64X9.5,"9,8","63,5",0,0,0,,,"12,5","68,7","13,2","2,35","23,8","42,9","9,39","1,86","16,9",0,"3,93",0,0,"0,0136",0
L76X64X7.9,"8,3","63,5",0,0,0,,,"10,5","58,7","11,2","2,37","20,2",37,"7,98","1,88","14,3",0,"2,33",0,0,"0,00816",0
L76X64X6.4,"6,7","63,5",0,0,0,,,"8,52","48,3","9,09","2,39","16,4","30,6","6,51","1,89","11,6",0,"1,23",0,0,"0,00432",0
L76X64X4.8,"5,1","63,5",0,0,0,,,"6,45","37,4","6,93","2,41","12,5","23,6","4,97","1,91","8,78",0,"0,541",0,0,"0,00189",0
L76X51X12.7,"11,5","50,8",0,0,0,,,"14,6","79,9","16,4","2,34","29,2","27,8","7,7","1,38","14,5",0,"7,99",0,0,"0,0244",0
L76X51X9.5,"8,8","50,8",0,0,0,,,"11,3","64,1","12,8","2,38","22,8","22,4","6,03","1,41","11,1",0,"3,56",0,0,"0,0111",0
L76X51X7.9,"7,4","50,8",0,0,0,,,"9,55","54,9","10,8","2,4","19,5","19,4","5,15","1,43","9,37",0,"2,12",0,0,"0,00666",0
L76X51X6.4,"6,1","50,8",0,0,0,,,"7,74","45,4","8,87","2,42","15,9","16,2","4,23","1,45","7,59",0,"1,12",0,0,"0,00354",0
L76X51X4.8,"4,6","50,8",0,0,0,,,"5,92","35,3","6,78","2,44","12,2","12,7","3,24","1,47","5,75",0,"0,495",0,0,"0,00155",0
L64X64X12.7,"11,4","63,5",0,0,0,,,"14,6","50,8","11,7","1,87","21,1","50,8","11,7","1,87","21,1",0,"7,83",0,0,"0,0212",0
L64X64X9.5,"8,7","63,5",0,0,0,,,"11,2","40,5","9,14","1,9","16,6","40,5","9,14","1,9","16,6",0,"3,47",0,0,"0,00972",0
L64X64X7.9,"7,4","63,5",0,0,0,,,"9,42","34,8","7,77","1,92",14,"34,8","7,77","1,92",14,0,"2,06",0,0,"0,00585",0
L64X64X6.4,"6,1","63,5",0,0,0,,,"7,68","28,8","6,34","1,94","11,4","28,8","6,34","1,94","11,4",0,"1,09",0,0,"0,00312",0
L64X64X4.8,"4,6","63,5",0,0,0,,,"5,81","22,3","4,83","1,96","8,67","22,3","4,83","1,96","8,67",0,"0,475",0,0,"0,00137",0
L64X51X9.5,"7,9","50,8",0,0,0,,,10,38,"8,95","1,95","16,1","21,4","5,92","1,46","10,8",0,"3,11",0,0,"0,0072",0
L64X51X7.9,"6,7","50,8",0,0,0,,,"8,52","32,9","7,62","1,97","13,7","18,6","5,06","1,48","9,13",0,"1,85",0,0,"0,00435",0
L64X51X6.4,"5,4","50,8",0,0,0,,,"6,9","27,3","6,24","1,99","11,3","15,5","4,15","1,5","7,44",0,"0,978",0,0,"0,00233",0
L64X51X4.8,"4,2","50,8",0,0,0,,,"5,28","21,3","4,8","2,01","8,67","12,2","3,2","1,52","5,69",0,"0,429",0,0,"0,00103",0
L64X38X6.4,"4,8","38,1",0,0,0,,,"6,11","24,7","5,96","2,01","10,6","6,66","2,33","1,04","4,28",0,"0,87",0,0,"0,00186",0
L64X38X4.8,"3,6","38,1",0,0,0,,,"4,67","19,3","4,59","2,03","8,14","5,24","1,8","1,06","3,24",0,"0,383",0,0,"0,000822",0
L51X51X9.5,7,"50,8",0,0,0,,,"8,84","19,8","5,7","1,5","10,3","19,8","5,7","1,5","10,3",0,"2,74",0,0,"0,00467",0
L51X51X7.9,"5,8","50,8",0,0,0,,,"7,48","17,2","4,88","1,52","8,8","17,2","4,88","1,52","8,8",0,"1,64",0,0,"0,00285",0
L51X51X6.4,"4,7","50,8",0,0,0,,,"6,09","14,4",4,"1,54","7,21","14,4",4,"1,54","7,21",0,"0,87",0,0,"0,00154",0
L51X51X4.8,"3,6","50,8",0,0,0,,,"4,66","11,3","3,08","1,55","5,54","11,3","3,08","1,55","5,54",0,"0,383",0,0,"0,000682",0
L51X51X3.2,"2,4","50,8",0,0,0,,,"3,17","7,87","2,11","1,57","3,77","7,87","2,11","1,57","3,77",0,"0,122",0,0,"0,000212",0
WT550X249.5,250,559,404,"26,2",45,,,317,90300,2150,"16,8",3830,25000,1230,"8,86",1930,0,1550,"4,5",0,118,0
WT550X216.5,216,554,401,22,"40,1",,,275,76200,1820,"16,6",3210,21700,1080,"8,86",1670,0,1060,"5,02",0,"73,8",0
WT550X195,195,551,401,"19,9","36,1",,,248,68300,1630,"16,6",2880,19200,960,"8,81",1490,0,774,"5,57",0,"53,7",0
WT550X171.5,172,546,401,18,31,,,219,59900,1450,"16,6",2570,16600,828,"8,71",1280,0,516,"6,45",0,"37,3",0
WT500X441.5,442,546,424,"45,5",82,,,563,138000,3420,"15,6",6210,52400,2470,"9,65",3930,0,9200,"2,58",0,628,0
WT500X374,374,533,417,"39,1","70,1",,,477,114000,2850,"15,4",5150,42500,2030,"9,45",3230,0,5740,"2,98",0,376,0
WT500X321,321,523,411,34,"59,9",,,408,95300,2430,"15,3",4360,35100,1700,"9,27",2690,0,3670,"3,44",0,237,0
WT500X295.5,296,521,409,31,"55,9",,,376,86200,2200,"15,1",3930,32100,1570,"9,22",2460,0,2940,"3,66",0,182,0
WT500X277,277,516,409,"29,5","52,1",,,353,80300,2060,"15,1",3690,29500,1450,"9,14",2260,0,2400,"3,93",0,150,0
WT500X269.5,270,516,406,"28,4","51,1",,,343,77800,2000,15,3560,28800,1410,"9,14",2210,0,2260,"3,99",0,137,0
WT500X241.5,242,511,404,"25,4",46,,,308,68700,1770,"14,9",3150,25300,1260,"9,07",1950,0,1650,"4,4",0,"97,2",0
WT500X221.5,222,505,401,"23,6","41,9",,,281,62400,1620,"14,9",2880,22700,1130,"8,99",1750,0,1270,"4,8",0,"74,9",0
WT500X206,206,503,401,"21,1","40,1",,,263,56600,1450,"14,7",2570,21700,1080,"9,09",1670,0,1070,"5,03",0,"58,5",0
WT500X185.5,186,500,401,"19,1","36,1",,,237,50400,1300,"14,6",2290,19300,964,"9,02",1490,0,791,"5,55",0,"42,4",0
WT500X160.5,160,495,401,"16,5",31,,,205,42900,1110,"14,5",1970,16600,828,"8,99",1270,0,516,"6,45",0,"27,1",0
WT500X148,148,490,401,"16,5","27,2",,,188,41100,1090,"14,8",1920,14400,723,"8,76",1120,0,380,"7,39",0,"22,4",0
WT500X292,292,528,315,"36,1",64,,,373,94500,2510,"15,9",4510,16700,1060,"6,71",1740,0,3550,"2,45",0,214,0
WT500X247,247,518,310,31,"54,1",,,315,78300,2100,"15,8",3790,13400,867,"6,53",1400,0,2190,"2,86",0,130,0
WT500X243,243,518,307,30,"54,1",,,309,76600,2050,"15,7",3670,13300,864,"6,55",1390,0,2140,"2,85",0,121,0
WT500X219,219,513,305,"26,9",49,,,278,67800,1820,"15,6",3260,11700,765,"6,48",1230,0,1590,"3,11",0,"86,5",0
WT500X207.5,208,511,305,"26,2",46,,,265,64500,1740,"15,6",3130,10900,713,"6,4",1150,0,1350,"3,31",0,"75,7",0
WT500X196.5,196,508,302,"24,4","43,9",,,250,60400,1630,"15,5",2920,10200,677,"6,4",1080,0,1160,"3,45",0,"62,6",0
WT500X175,175,503,302,"21,1","40,1",,,223,52400,1400,"15,3",2510,9240,611,"6,45",967,0,857,"3,77",0,"41,9",0
WT500X157,157,500,300,"19,1","36,1",,,201,46600,1260,"15,3",2250,8120,541,"6,38",854,0,633,"4,17",0,"30,3",0
WT500X136,136,495,300,"16,5","30,5",,,172,39800,1080,"15,2",1920,6870,459,"6,32",721,0,402,"4,92",0,"19,1",0
WT500X124.5,125,490,300,"16,5","26,2",,,158,37400,1040,"15,4",1880,5870,392,"6,1",619,0,291,"5,76",0,"16,9",0
WT500X111,111,485,300,16,"21,1",,,141,33900,978,"15,5",1770,4750,318,"5,82",506,0,194,"7,11",0,"13,9",0
WT460X485,485,521,447,50,"89,9",,,621,132000,3410,"14,6",6280,67000,3020,"10,4",4750,0,12300,"2,48",0,824,0
WT460X393.5,394,505,437,"40,9","73,9",,,502,102000,2690,"14,2",4880,51600,2380,"10,2",3720,0,6780,"2,96",0,430,0
WT460X362.5,362,500,434,"38,1","68,1",,,463,92400,2460,"14,1",4460,46600,2150,"10,1",3380,0,5330,"3,19",0,336,0
WT460X328,328,493,432,"34,5",62,,,419,82400,2200,14,3970,41500,1920,"9,96",3020,0,4020,"3,48",0,245,0
WT460X294,294,488,427,31,"55,9",,,375,72400,1950,"13,9",3490,36500,1700,"9,86",2650,0,2940,"3,83",0,175,0
WT460X268.5,268,483,424,"28,4","51,1",,,342,65300,1750,"13,8",3150,32700,1540,"9,78",2390,0,2250,"4,16",0,132,0
WT460X245.5,246,478,422,"25,9",47,,,312,58700,1590,"13,7",2830,29600,1400,"9,73",2160,0,1750,"4,49",0,"99,9",0
WT460X224.5,224,475,424,24,"42,7",,,287,53300,1460,"13,6",2590,27000,1270,"9,7",1970,0,1340,"4,96",0,"76,5",0
WT460X210,210,472,422,"22,5","39,9",,,268,49500,1350,"13,6",2390,24900,1180,"9,65",1840,0,1090,"5,29",0,62,0
WT460X195,195,467,422,"21,3","36,6",,,248,46200,1270,"13,6",2250,22700,1080,"9,55",1670,0,866,"5,75",0,"49,7",0
WT460X184,184,465,419,"20,3","34,3",,,234,43300,1200,"13,6",2110,21100,1010,"9,5",1550,0,720,"6,11",0,"41,6",0
WT460X171.9,172,464,419,"19,3",32,,,220,40700,1130,"13,6",2000,19600,934,"9,42",1440,0,595,"6,54",0,"34,6",0
WT460X190.5,190,475,310,"24,4","43,9",,,243,50400,1430,"14,4",2560,11000,708,"6,73",1120,0,1100,"3,53",0,55,0
WT460X172.5,172,472,307,"22,1","39,9",,,219,45000,1290,"14,3",2290,9740,633,"6,65",998,0,820,"3,86",0,"40,5",0
WT460X156.5,156,465,310,"21,1","34,5",,,199,41000,1200,"14,4",2150,8570,554,"6,55",875,0,579,"4,48",0,32,0
WT460X144.5,144,462,307,"19,4",32,,,184,37500,1100,"14,3",1970,7780,506,"6,5",800,0,462,"4,81",0,"24,9",0
WT460X135.5,136,462,307,"18,4",30,,,173,35200,1030,"14,3",1850,7240,472,"6,48",742,0,383,"5,12",0,"20,8",0
WT460X126.5,126,460,305,"17,3","27,9",,,161,32700,965,"14,2",1720,6660,436,"6,43",685,0,313,"5,47",0,17,0
WT460X119,119,457,305,"16,5","25,9",,,152,30800,914,"14,2",1640,6120,403,"6,35",633,0,257,"5,88",0,"14,4",0
WT460X111.5,112,455,305,"15,9","23,9",,,143,29100,870,"14,3",1560,5620,369,"6,27",580,0,210,"6,37",0,"12,4",0
WT460X100.5,100,452,305,"15,2","20,1",,,128,26500,814,"14,4",1480,4700,310,"6,05",488,0,145,"7,56",0,10,0
WT420X288,288,457,411,32,"57,9",,,368,60800,1750,"12,9",3160,33700,1640,"9,58",2560,0,3080,"3,55",0,165,0
WT420X263.5,264,452,409,"29,5","53,1",,,336,54900,1590,"12,8",2850,30300,1480,"9,5",2310,0,2380,"3,85",0,126,0
WT420X236.5,237,447,406,"26,4",48,,,302,48300,1410,"12,7",2520,26800,1320,"9,42",2050,0,1750,"4,23",0,90,0
WT420X216.5,216,442,404,"24,4","43,9",,,276,44100,1280,"12,6",2290,24200,1200,"9,35",1850,0,1350,"4,6",0,"68,7",0
WT420X196,196,439,401,"22,1","39,9",,,250,39300,1150,"12,5",2050,21500,1070,"9,27",1660,0,1010,"5,03",0,"50,5",0
WT420X179.5,180,434,404,"21,1","35,6",,,230,36300,1080,"12,6",1900,19400,964,"9,19",1490,0,749,"5,66",0,"39,2",0
WT420X164.5,164,432,401,"19,7","32,5",,,210,33300,996,"12,6",1750,17500,872,"9,12",1350,0,579,"6,2",0,"30,3",0
WT420X149.5,150,427,399,"18,2","29,2",,,192,30200,909,"12,6",1600,15600,780,"9,04",1200,0,433,"6,85",0,"22,8",0
WT420X125.5,125,429,292,17,31,,,159,27000,837,13,1490,6450,442,"6,35",690,0,367,"4,71",0,"14,9",0
WT420X113,113,424,295,"16,1","26,9",,,145,24600,777,"13,1",1380,5660,387,"6,27",605,0,256,"5,48",0,"11,5",0
WT420X105,105,424,292,"15,4","24,4",,,134,23000,733,"13,1",1310,5120,349,"6,17",547,0,201,"6,01",0,"9,51",0
WT420X96.5,"96,5",419,292,"14,7","21,7",,,123,21400,690,"13,2",1240,4540,310,"6,05",487,0,153,"6,73",0,"7,87",0
WT420X88,88,417,292,14,"18,8",,,112,19500,642,"13,2",1160,3890,267,"5,89",420,0,110,"7,76",0,"6,28",0
WT380X291,291,422,396,"34,5",62,,,372,50800,1590,"11,7",2900,32200,1630,"9,32",2540,0,3590,"3,19",0,171,0
WT380X265.5,266,417,394,"31,5","56,9",,,339,45400,1430,"11,6",2610,28800,1470,"9,25",2290,0,2770,"3,45",0,128,0
WT380X242,242,411,391,29,"52,1",,,310,40800,1290,"11,5",2340,25900,1330,"9,14",2060,0,2130,"3,75",0,"96,9",0
WT380X217,217,406,389,"25,9",47,,,277,35800,1140,"11,4",2050,22900,1180,"9,09",1820,0,1560,"4,12",0,69,0
WT380X194.5,194,401,386,"23,6","41,9",,,248,31800,1020,"11,3",1840,20000,1040,"8,97",1600,0,1120,"4,59",0,"49,4",0
WT380X175,175,399,384,"21,1","38,1",,,224,28100,903,"11,2",1610,17800,931,"8,92",1430,0,837,"5,02",0,"35,7",0
WT380X157,157,394,384,"19,7","33,5",,,201,25400,828,"11,3",1470,15700,821,"8,86",1270,0,587,"5,74",0,"25,9",0
WT380X142,142,389,381,18,"30,2",,,181,22900,749,"11,2",1320,14000,733,"8,79",1130,0,437,"6,35",0,"19,1",0
WT380X128.5,128,386,381,"16,6","27,2",,,164,20700,683,"11,2",1200,12400,654,"8,69",1010,0,324,"7,04",0,"14,2",0
WT380X110,110,389,267,"16,5",30,,,141,19400,665,"11,8",1180,4750,356,"5,79",556,0,301,"4,44",0,"10,1",0
WT380X98,98,386,267,"15,6","25,4",,,126,17500,613,"11,8",1090,4080,305,"5,72",479,0,202,"5,27",0,"7,65",0
WT380X92.5,"92,5",384,267,"14,9","23,6",,,117,16500,578,"11,8",1030,3760,282,"5,66",442,0,166,"5,65",0,"6,42",0
WT380X86.5,"86,5",381,267,"14,4","21,6",,,110,15500,552,"11,9",990,3420,256,"5,56",403,0,134,"6,17",0,"5,5",0
WT380X80.5,"80,5",378,267,"13,8","19,3",,,103,14500,524,"11,9",946,3040,228,"5,46",359,0,104,"6,89",0,"4,65",0
WT380X73.5,"73,5",376,267,"13,2",17,,,"93,5",13400,492,12,891,2660,200,"5,33",316,0,"78,3","7,8",0,"3,84",0
WT380X67,67,376,264,"11,9","15,5",,,"85,2",12100,444,"11,9",803,2390,180,"5,31",283,0,"58,7","8,52",0,"2,82",0
WT345X401,401,414,389,50,"89,9",,,512,63700,2100,"11,2",3970,44100,2260,"9,27",3570,0,10300,"2,15",0,467,0
WT345X274,274,386,373,"35,1",63,,,350,39100,1340,"10,6",2470,27300,1460,"8,84",2290,0,3520,"2,96",0,143,0
WT345X250,250,381,371,32,"57,9",,,319,34900,1200,"10,5",2210,24400,1320,"8,76",2060,0,2720,"3,19",0,108,0
WT345X228.5,228,376,366,"29,5","53,1",,,292,31300,1090,"10,4",1980,21900,1190,"8,66",1850,0,2100,"3,46",0,"81,6",0
WT345X209.5,210,371,366,"26,9",49,,,268,28200,982,"10,3",1790,19900,1090,"8,61",1690,0,1650,"3,72",0,"62,3",0
WT345X192,192,368,363,"24,9",45,,,246,25500,896,"10,2",1620,17900,987,"8,53",1530,0,1280,"4,03",0,"47,8",0
WT345X175,175,363,361,"23,1","40,9",,,224,23100,819,"10,2",1470,16000,888,"8,46",1370,0,974,"4,41",0,"36,3",0
WT345X161.5,162,361,358,"21,1","38,1",,,206,20900,741,"10,1",1330,14700,818,"8,43",1260,0,783,"4,71",0,"28,2",0
WT345X144.5,145,358,356,"19,1",34,,,185,18500,660,10,1180,12900,723,"8,36",1110,0,562,"5,24",0,20,0
WT345X132.5,132,353,358,"18,4","30,2",,,170,17200,626,"10,1",1110,11600,646,"8,26",996,0,416,"5,92",0,"15,5",0
WT345X120,120,351,356,"16,8","27,4",,,154,15500,564,10,996,10300,580,"8,2",893,0,313,"6,49",0,"11,5",0
WT345X108.5,108,348,356,"15,4","24,8",,,139,14000,511,10,901,9240,519,"8,13",800,0,234,"7,16",0,"8,51",0
WT345X96,96,351,254,"15,5","27,9",,,122,13400,508,"10,5",903,3840,302,"5,61",472,0,231,"4,55",0,"6,44",0
WT345X85,85,345,257,"14,5","23,6",,,108,12000,464,"10,5",826,3300,259,"5,54",403,0,152,"5,41",0,"4,7",0
WT345X76,76,343,254,"13,1","21,1",,,"96,8",10700,415,"10,5",737,2900,228,"5,46",356,0,109,"6,03",0,"3,38",0
WT345X70,70,343,254,"12,4","18,9",,,89,9950,390,"10,6",695,2580,203,"5,38",318,0,"83,7","6,7",0,"2,74",0
WT345X62.5,"62,5",340,254,"11,7","16,3",,,80,8990,359,"10,6",642,2200,174,"5,26",272,0,"58,3","7,78",0,"2,09",0
WT305X275.5,276,356,348,"38,6","69,1",,,352,32400,1220,"9,6",2290,24200,1390,"8,31",2180,0,4160,"2,51",0,149,0
WT305X249,249,351,343,"35,1",63,,,317,28600,1090,"9,47",2020,21400,1240,"8,2",1950,0,3150,"2,73",0,109,0
WT305X227.5,228,345,340,32,"57,9",,,290,25400,973,"9,37",1800,19100,1120,"8,13",1750,0,2430,"2,94",0,"81,9",0
WT305X207.5,208,340,338,"29,5","53,1",,,265,22700,878,"9,27",1620,17100,1010,"8,05",1580,0,1880,"3,18",0,"61,8",0
WT305X186,186,335,335,"26,4",48,,,237,19900,773,"9,17",1420,15100,900,"7,98",1400,0,1380,"3,49",0,"44,3",0
WT305X170.5,170,330,333,"24,4","43,9",,,217,17900,703,"9,09",1280,13600,814,"7,9",1260,0,1060,"3,79",0,"33,6",0
WT305X153.5,154,328,330,"22,1","39,9",,,195,15900,628,"9,02",1140,12000,728,"7,82",1120,0,795,"4,14",0,"24,5",0
WT305X142.5,142,323,330,"20,6","37,1",,,182,14600,577,"8,97",1040,11000,670,"7,8",1030,0,637,"4,43",0,"19,5",0
WT305X131,131,320,328,"19,1",34,,,166,13300,528,"8,92",947,9990,610,"7,72",939,0,495,"4,81",0,15,0
WT305X120.5,120,318,330,"17,9",31,,,154,12200,490,"8,89",873,9200,560,"7,75",862,0,384,"5,31",0,"11,8",0
WT305X108.5,108,315,328,"16,5","27,7",,,139,11000,446,"8,89",790,8120,497,"7,65",764,0,279,"5,92",0,"8,57",0
WT305X97.5,"97,5",310,328,"15,4","24,4",,,125,9910,406,"8,94",719,7080,434,"7,54",667,0,197,"6,7",0,"6,2",0
WT305X87,87,307,325,14,"21,6",,,111,8820,365,"8,92",642,6200,380,"7,47",585,0,139,"7,53",0,"4,4",0
WT305X77.5,"77,5",305,325,"12,7","19,1",,,"98,7",7870,328,"8,92",575,5410,333,"7,39",511,0,"97,8","8,5",0,"3,12",0
WT305X76.5,"76,5",312,229,14,"24,9",,,"97,4",8490,361,"9,32",642,2480,218,"5,05",339,0,147,"4,59",0,"3,3",0
WT305X70,70,310,230,"13,1","22,2",,,89,7740,333,"9,32",592,2270,197,"5,03",306,0,109,"5,18",0,"2,57",0
WT305X62.5,"62,5",307,229,"11,9","19,6",,,80,6910,300,"9,32",533,1960,172,"4,95",267,0,"76,6","5,86",0,"1,85",0
WT305X56.5,"56,5",305,228,"11,2","17,3",,,"72,3",6290,277,"9,35",493,1720,150,"4,88",234,0,"55,8","6,61",0,"1,42",0
WT305X50.5,"50,5",302,228,"10,5","14,9",,,"64,5",5700,256,"9,4",457,1470,129,"4,75",202,0,"38,8","7,66",0,"1,1",0
WT305X46,46,302,179,"10,9",15,,,"58,8",5450,256,"9,63",465,716,"80,3","3,51",129,0,"35,4","5,97",0,"1,05",0
WT305X41,41,300,178,10,"12,8",,,"52,3",4870,231,"9,65",420,604,68,"3,4",109,0,"24,5","6,94",0,"0,787",0
WT265X150,150,292,320,"23,1","41,4",,,191,11900,523,"7,87",960,11300,706,"7,67",1090,0,849,"3,86",0,"22,9",0
WT265X136,136,290,318,"21,1","37,6",,,173,10500,467,"7,8",854,10000,633,"7,62",975,0,637,"4,22",0,"16,9",0
WT265X124,124,284,315,"19,1","34,5",,,157,9410,418,"7,72",759,9030,574,"7,59",883,0,491,"4,57",0,"12,7",0
WT265X109.5,110,279,318,"18,3","29,2",,,139,8490,388,"7,82",695,7830,492,"7,49",759,0,320,"5,44",0,"8,73",0
WT265X98,98,277,315,"16,5","26,4",,,125,7530,346,"7,77",616,6910,438,"7,44",674,0,234,"6,01",0,"6,28",0
WT265X91,91,274,315,"15,2","24,4",,,115,6910,316,"7,72",562,6330,403,"7,39",619,0,186,"6,45",0,"4,94",0
WT265X82.5,"82,5",274,312,14,"22,2",,,105,6240,287,"7,7",508,5700,364,"7,37",559,0,142,"7,05",0,"3,71",0
WT265X75,75,272,312,"12,7","20,3",,,"96,1",5620,259,"7,65",457,5160,331,"7,34",505,0,108,"7,68",0,"2,79",0
WT265X69,69,274,214,"14,7","23,6",,,"88,4",5990,293,"8,26",521,1930,180,"4,67",283,0,125,"4,53",0,"2,51",0
WT265X61.5,"61,5",272,212,"13,1","21,2",,,"78,7",5290,257,"8,18",459,1690,160,"4,65",249,0,"89,9",5,0,"1,75",0
WT265X54.5,"54,5",269,211,"11,6","18,8",,,69,4580,226,"8,15",400,1470,139,"4,6",218,0,"62,9","5,6",0,"1,19",0
WT265X50.5,"50,5",269,210,"10,9","17,4",,,"64,5",4290,211,"8,13",375,1350,128,"4,57",200,0,"50,8","6,04",0,"0,972",0
WT265X46,46,267,209,"10,2","15,6",,,"58,9",3900,195,"8,15",346,1190,114,"4,5",179,0,38,"6,7",0,"0,747",0
WT265X41,41,264,209,"9,53","13,3",,,"52,3",3510,179,"8,2",318,1010,"96,5","4,39",150,0,"25,7","7,87",0,"0,559",0
WT265X36,36,262,207,"8,89","10,9",,,"45,6",3120,162,"8,28",292,807,78,"4,22",122,0,"16,6","9,47",0,"0,408",0
WT265X42.5,"42,5",267,167,"10,3","16,5",,,54,3760,193,"8,36",347,637,"76,5","3,43",121,0,"36,8","5,04",0,"0,671",0
WT265X37,37,264,166,"9,65","13,6",,,"47,5",3340,175,"8,38",318,520,"62,6","3,3","99,6",0,"23,7","6,1",0,"0,508",0
WT265X33,33,262,165,"8,89","11,4",,,"41,9",2960,159,"8,41",288,429,"52,1","3,2","83,1",0,"15,9","7,22",0,"0,376",0
WT230X232,232,284,305,"38,6","69,6",,,295,15900,764,"7,34",1480,16600,1080,"7,49",1700,0,3630,"2,19",0,91,0
WT230X210.5,210,277,302,"35,6","63,5",,,269,14000,680,"7,24",1310,14700,970,"7,39",1520,0,2770,"2,38",0,"67,4",0
WT230X192,192,272,300,"32,5","58,4",,,245,12400,606,"7,11",1160,13100,875,"7,32",1360,0,2130,"2,56",0,"50,8",0
WT230X174.5,174,267,297,"29,5","53,6",,,221,10900,536,"6,99",1020,11600,785,"7,24",1220,0,1630,"2,76",0,"37,6",0
WT230X157.5,158,262,295,"26,9","48,5",,,201,9530,477,"6,91",901,10200,700,"7,16",1080,0,1210,"3,02",0,"27,4",0
WT230X143,143,259,292,"24,4","44,5",,,181,8410,423,"6,81",795,9160,629,"7,09",973,0,928,"3,27",0,"20,3",0
WT230X130,130,254,290,"22,6","40,4",,,166,7530,383,"6,76",714,8160,564,"7,01",870,0,699,"3,58",0,"15,2",0
WT230X117.5,118,250,287,"20,6","36,6",,,150,6660,341,"6,68",631,7240,503,"6,96",777,0,520,"3,92",0,"11,1",0
WT230X106.5,106,248,284,"18,5","33,5",,,135,5910,303,"6,6",557,6490,454,"6,91",700,0,399,"4,25",0,"8,24",0
WT230X96.5,"96,5",245,284,17,"30,5",,,124,5290,274,"6,55",500,5790,408,"6,86",628,0,301,"4,65",0,"6,12",0
WT230X88.5,"88,5",241,287,"16,6","26,9",,,114,4950,261,"6,6",470,5240,369,"6,83",565,0,221,"5,31",0,"4,67",0
WT230X79,79,238,284,15,"23,9",,,101,4330,231,"6,58",413,4580,323,"6,76",495,0,155,"5,96",0,"3,25",0
WT230X72,72,236,282,"13,6","22,1",,,"91,6",3900,208,"6,5",370,4160,295,"6,73",452,0,122,"6,41",0,"2,49",0
WT230X64,64,234,282,"12,2","19,6",,,"81,9",3430,184,"6,48",326,3650,259,"6,68",397,0,"84,9","7,2",0,"1,72",0
WT230X56.5,"56,5",231,279,"10,8","17,3",,,"71,6",2990,161,"6,45",283,3170,226,"6,63",346,0,"58,7","8,11",0,"1,17",0
WT230X53,53,235,194,"12,6","20,6",,,"67,1",3250,184,"6,96",328,1250,129,"4,32",202,0,"72,4","4,71",0,"1,06",0
WT230X48.5,"48,5",233,193,"11,4","19,1",,,"61,6",2940,166,"6,91",295,1140,118,"4,29",184,0,"56,6","5,06",0,"0,808",0
WT230X44.5,"44,5",232,192,"10,5","17,7",,,"56,9",2690,152,"6,88",270,1040,109,"4,27",169,0,45,"5,44",0,"0,631",0
WT230X41,41,230,191,"9,91",16,,,"52,3",2480,141,"6,88",251,937,"97,8","4,24",152,0,"34,5","5,98",0,"0,494",0
